HudongItem,relation,NewNode
黄热病,described by source,亚美尼亚苏维埃百科全书
图书馆,different from,library building
黄热病,described by source,俄语百科全书
图书馆,different from,paper museum
黄热病,on focus list of Wikimedia project,WikiProject Zika Corpus
图书馆,different from,library system
图书馆,different from,library collection
图书馆,model item,老楞佐图书馆
图书馆,model item,大英图书馆
图书馆,model item,梵蒂冈宗座图书馆
沙,instance of,沉积物
省,instance of,行政区划类型
自流井,instance of,维基媒体消歧义页
石,instance of,汉姓
图书馆,model item,纽约公共图书馆
交通,award received,Filmfare Award for Best Film – Kannada
沙,subclass of,颗粒材料
省,subclass of,行政领土实体
图书馆,model item,国立国会图书馆
交通,has effect,roadway noise
沙,subclass of,psammite
省,topic's main category,Category:省
水系,subclass of,land waters
大地原点,instance of,参考系
跌水,instance of,维基媒体消歧义页
长城,instance of,cordon
铁丝网,subclass of,电线
温泉,topic's main category,Category:温泉
石,part of,Shi
泥,described by source,俄语百科全书
图书馆,model item,亚历山大图书馆
交通,produced sound,roadway noise
沙,subclass of,natural building material
省,described by source,亚美尼亚苏维埃百科全书
咸水湖,topic's main category,Category:咸水湖
淡水湖,topic's main category,Category:淡水湖
大地原点,subclass of,参考系
长城,instance of,旅游胜地
铁丝网,discoverer or inventor,Joseph Glidden
温泉,described by source,亚美尼亚苏维埃百科全书
泥,described by source,Explanatory Dictionary of the Living Great Russian Language
图书馆,maintained by WikiProject,WikiProject Heritage institutions
水系,topic's main category,Category:Drainage systems
大地原点,part of,spatial reference system
沙,subclass of,dry bulk cargo
码头,subclass of,港湾
石,topic's main category,Category:石姓
沙,award received,Rock of the year
气,said to be the same as,第一元素
码头,subclass of,hydraulic structure
盐场,instance of,类似乡级单位
牧场,subclass of,人类聚居地
林场,instance of,类似乡级单位
火山口,subclass of,地质洼地
水车,has list,list of watermills
石,described by source,百家姓
沙,topic's main category,Category:沙
牧场,subclass of,human-geographic territorial entity
花房,use,博物馆
水车,topic's main category,Category:Watermills
风车,source of energy,风
石,different from,Shi
沙,described by source,亚美尼亚苏维埃百科全书
码头,topic's main category,Category:Wharves
牧场,subclass of,agricultural complexes
林场,located in the administrative territorial entity,姜堰区
沙丘,subclass of,风成地貌
孤峰,instance of,人类
冰碛,subclass of,冰河地形
冰川,subclass of,ice cover
国界,subclass of,令状
火山口,subclass of,自然地理特征
风车,topic's main category,Category:风车
盐场,contains administrative territorial entity,场部社区
牧场,topic's main category,Category:牧场
林场,contains administrative territorial entity,林场虚拟生活区
溶洞,topic's main category,Category:溶洞
岩溶地貌,studied by,karstology
冰碛,material used,冰碛物
国界,subclass of,delimitation
火山口,topic's main template,Template:Infobox crater data
风车,described by source,亚美尼亚苏维埃百科全书
沙,different from,Arena
盐场,contains administrative territorial entity,内滩部社区
林场,located in time zone,东八区
沙丘,topic's main category,Category:沙丘
岩溶地貌,topic's main category,Category:喀斯特地形
冰碛,topic's main category,Category:Moraines
国界,topic's main category,Category:边境分界线
火山口,topic's main category,Category:陨石坑
石,said to be the same as,Shi
盐场,contains administrative territorial entity,发阳部社区
沙丘,described by source,亚美尼亚苏维埃百科全书
孤峰,family name,释姓
冰碛,described by source,亚美尼亚苏维埃百科全书
冰川,topic's main template,Template:Infobox glacier
国界,described by source,Encyclopedia of Global Justice (2011 ed.)
风车,has parts of the class,windmill sail
石,said to be the same as,Seok
盐场,contains administrative territorial entity,外滩部社区
孤峰,occupation,比丘
冰川,topic's main template,Template:冰川
国界,described by source,亚美尼亚苏维埃百科全书
盐场,contains administrative territorial entity,县场部社区
冰川,topic's main category,Category:冰川
盐场,located in time zone,东八区
国界,has part,stone mark
国界,different from,边境
石,said to be the same as,师
石,said to be the same as,Shi
国界,different from,international border
堤,subclass of,flood defense
溢洪道,subclass of,hydraulic structure
河流,subclass of,天然水道
堤岸,subclass of,建筑结构
池塘,subclass of,artificial geographic entity
水库,subclass of,water reservoir
堤,subclass of,civil engineering construction
防波堤,material used,concrete breakwater element
池塘,subclass of,still waters
水库,topic's main template,Template:Infobox reservoir
堤,subclass of,artificial landform
溢洪道,topic's main category,Category:Spillways
飞机场,subclass of,飞行场
灯塔,subclass of,signal towers (elevated structures)
渡口,instance of,维基媒体消歧义页
河流,award received,biotope of the year
堤岸,subclass of,人行过街天桥
防波堤,topic's main category,Category:Breakwaters
池塘,subclass of,水库
长城,present in work,盖亚幻想记
水库,topic's main category,Category:水库
堤,topic's main category,Category:Dikes
溢洪道,different from,intake tower
栅栏,material used,树干
飞机场,subclass of,station
浮标,subclass of,floating object
河流,has list,世界河流列表
防波堤,described by source,俄语百科全书
长城,topic's main category,Category:长城
水库,described by source,亚美尼亚苏维埃百科全书
堤,described by source,亚美尼亚苏维埃百科全书
栅栏,described by source,Sytin Military Encyclopedia
隧道,subclass of,地下建筑
飞机场,topic's main template,Template:Infobox airport
涵洞,subclass of,civil engineering construction
滑道,subclass of,建筑结构
里程碑,subclass of,geographical marker
浮标,described by source,Small Brockhaus and Efron Encyclopedic Dictionary
灯塔,subclass of,激发光
河流,topic's main template,Template:河川
防波堤,different from,groyne at beach
池塘,studied by,湖沼学
长城,history of topic,history of the Great Wall of China
水库,different from,储水库
飞机场,topic's main category,Category:机场
路堤,subclass of,地理对象
滑道,part of,航海术语列表
里程碑,topic's main category,Category:Milestones
浮标,described by source,俄语百科全书
河流,topic's main template,Template:Infobox river
池塘,topic's main template,Template:Pond
长城,described by source,Sytin Military Encyclopedia
隧道,subclass of,walkway
飞机场,described by source,Encyclopedia of American Urban History
加油站,subclass of,设施
路堤,topic's main category,Category:Causeways
高速公路,instance of,道路类型
公路,instance of,道路类型
天桥,instance of,维基媒体消歧义页
会让站,subclass of,停车场
滑道,use,水类运动
小路,writing system,日本汉字
浮标,described by source,俄语百科全书
河流,topic's main category,Category:河流
池塘,topic's main category,Category:池塘
长城,described by source,俄语百科全书
隧道,topic's main template,Template:Infobox tunnel
飞机场,described by source,亚美尼亚苏维埃百科全书
加油站,subclass of,建筑结构
会让站,use,列车交会
滑道,described by source,Sytin Military Encyclopedia
小路,different from,Kōji
灯塔,studied by,灯塔学
河流,topic's main category,Category:River
池塘,said to be the same as,vivarium
长城,described by source,Small Brockhaus and Efron Encyclopedic Dictionary
隧道,topic's main category,Category:隧道
飞机场,has part,airport infrastructure
学校,subclass of,教育机构
亭,architectural style,中国建筑
纪念碑,subclass of,建筑结构
清真寺,subclass of,religious building
高速公路,topic's main category,Category:高速公路
公路,located in the administrative territorial entity,德尼县
会让站,different from,passing place
滑道,described by source,俄语百科全书
灯塔,has list,世界灯塔列表
河流,described by source,俄语百科全书
长城,different from,The Great Wall
隧道,described by source,亚美尼亚苏维埃百科全书
飞机场,has part,中控室
医院,subclass of,医疗设施
学校,topic's main template,Template:Infobox school
纪念碑,subclass of,视觉艺术
高速公路,partially coincident with,主干道
公路,topic's main category,Category:公路
滑道,different from,slipway
灯塔,has list,list of oldest lighthouses
河流,described by source,Small Brockhaus and Efron Encyclopedic Dictionary
长城,on focus list of Wikimedia project,Wikipedia:基础条目
隧道,has part,adit entrance
飞机场,different from,飞行场
医院,subclass of,public building
教堂,subclass of,religious building
庙宇,subclass of,religious building
古塔,instance of,乌克兰村庄
气象站,subclass of,monitoring station
菜窖,subclass of,appendage
学校,topic's main template,模板:学校
清真寺,topic's main template,Template:Infobox mosque
高速公路,different from,封闭式道路
公路,different from,Highway
灯塔,has list,list of tallest lighthouses in the world
河流,described by source,Explanatory Dictionary of the Living Great Russian Language
飞机场,different from,Airway Airport
医院,subclass of,紧急服务
教堂,subclass of,sacred architecture
庙宇,subclass of,圣祠
气象站,topic's main category,Category:气象台
菜窖,subclass of,地下建筑
学校,topic's main category,Category:学校
纪念碑,topic's main template,Template:Infobox monument
清真寺,topic's main category,Category:清真寺
灯塔,has list,list of no longer existing lighthouses
河流,described by source,俄语百科全书
医院,part of,医疗系统
教堂,subclass of,宗教场所
起重机,subclass of,material-handling equipment
庙宇,subclass of,宗教场所
烟囱,subclass of,建筑元素
窑,instance of,烤炉
油库,subclass of,储存
变电站,subclass of,工业建筑
农场,subclass of,rural settlement
古塔,located in the administrative territorial entity,科斯托皮尔区
气象站,described by source,亚美尼亚苏维埃百科全书
菜窖,use,储存
纪念碑,topic's main category,Category:纪念性建筑物
清真寺,activity policy in this place,please take off your shoes
灯塔,topic's main Wikimedia portal,Portal:Lighthouses
医院,office held by head of the organization,chief physician
教堂,significant event,祝圣
庙宇,topic's main category,Category:神庙
烟囱,subclass of,建筑结构
农场,subclass of,homestead
古塔,located in time zone,UTC+02:00
气象站,has part,测量仪器
学校,has part,小孩子学生
灯塔,topic's main template,Template:Infobox lighthouse
河流,different from,river water body
医院,topic's main template,Template:Infobox hospital
庙宇,described by source,亚美尼亚苏维埃百科全书
烟囱,subclass of,fluid accelerator
石窟,topic's main category,Category:石窟
窑洞,instance of,建筑风格
水准点,subclass of,地理实体
林区,subclass of,特区 (中国县级行政区)
油库,topic's main category,Category:油库
变电站,subclass of,设施
农场,occupant,farming business
首都,topic's main category,Category:首都
古塔,located in time zone,UTC+03:00
气象站,different from,weather house
菜窖,described by source,俄语百科全书
纪念碑,said to be the same as,纪念建筑
灯塔,topic's main template,Template:Lighthouses
医院,topic's main category,Category:医院
教堂,topic's main template,Template:Infobox church
起重机,source of energy,human energy
庙宇,described by source,苏联大百科全书
烟囱,topic's main category,Category:烟囱
窑,topic's main category,Category:窑
水准点,subclass of,建筑结构
北温带,subclass of,气候
变电站,part of,输电网路
农场,topic's main category,Category:农场
首都,topic's main category,Category:Capitals
气象站,different from,air quality monitoring station
菜窖,different from,cellar
学校,has part,学校科目
纪念碑,said to be the same as,monument
灯塔,topic's main category,Category:灯塔
河流,on focus list of Wikimedia project,Wikipedia:基础条目
医院,described by source,俄语百科全书
教堂,topic's main category,Category:教堂
起重机,topic's main template,Template:Infobox crane
庙宇,described by source,Great Soviet Encyclopedia (1926–1947)
烟囱,described by source,俄语百科全书
水准点,described by source,亚美尼亚苏维埃百科全书
变电站,topic's main category,Category:Electrical substations
农场,has part,畜舍
首都,has parts of the class,法语国家和地区的行政中心
学校,has part,学校图书馆
灯塔,history of topic,History of lighthouses
河流,category for eponymous categories,Category:以河流命名的分类
医院,described by source,Small Brockhaus and Efron Encyclopedic Dictionary
起重机,topic's main category,Category:起重机
庙宇,described by source,Explanatory Dictionary of the Living Great Russian Language
烟囱,maintenance method,cleaning of chimneys
水准点,different from,三角点
变电站,described by source,亚美尼亚苏维埃百科全书
首都,different from,seat
学校,has part,school building
灯塔,described by source,Nordisk familjebok
医院,has part,reception ward
起重机,described by source,俄语百科全书
庙宇,described by source,Small Brockhaus and Efron Encyclopedic Dictionary
水准点,said to be the same as,geodetic station
首都,model item,首尔
灯塔,described by source,亚美尼亚苏维埃百科全书
医院,has parts of the class,hospital bed
教堂,different from,Church
起重机,described by source,Sytin Military Encyclopedia
庙宇,described by source,Real'nyj slovar' klassicheskih drevnostej po Ljubkeru
水准点,facet of,测量
灯塔,described by source,Explanatory Dictionary of the Living Great Russian Language
医院,has parts of the class,hospital building
教堂,different from,congregation
起重机,described by source,Sytin Military Encyclopedia
庙宇,described by source,俄语百科全书
首都,model item,弗朗西斯敦
灯塔,described by source,俄语百科全书
医院,different from,hospital
教堂,facet of,sacred architecture
灯塔,described by source,Small Brockhaus and Efron Encyclopedic Dictionary
医院,different from,疗养院
教堂,category for eponymous categories,Category:Wikipedia categories named after churches
庙宇,described by source,俄语百科全书
灯塔,described by source,Sytin Military Encyclopedia
医院,different from,hospital
庙宇,different from,Church
灯塔,has part,lantern
灯塔,maintained by WikiProject,WikiProject Lighthouses
白桦林,instance of,人类
水土流失,subclass of,侵蚀作用
地下火,subclass of,火灾
白桦林,occupation,歌手
水土流失,subclass of,土壤退化作用
白桦林,occupation,词曲作家
水土流失,has cause,风
偃柏,instance of,生物分类单元
毛麻楝,instance of,生物分类单元
灌木林,part of,phanerophyte
水生植被,subclass of,aquatic organisms
白桦林,occupation,演员
草甸,subclass of,栖息地
荒漠,has list,荒漠列表
灌木林,topic's main category,Category:灌木
水生植被,topic's main category,Category:水生植物
白桦林,record label,华纳音乐集团
水土流失,topic's main category,Category:Soil erosion
草甸,use,放牧
荒漠,topic's main category,Category:沙漠
川楝,instance of,生物分类单元
割舌树,instance of,生物分类单元
鸦胆子,instance of,生物分类单元
偃柏,parent taxon,金叶桧
毛麻楝,parent taxon,Chukrasia tabularis
水生植被,described by source,俄语百科全书
白桦林,educated at,首都师范大学
草甸,topic's main category,Category:Meadows
灌木林,has parts of the class,树干
水生植被,has part,固着器
白桦林,instrument,声乐
草甸,described by source,亚美尼亚苏维埃百科全书
荒漠,described by source,Small Brockhaus and Efron Encyclopedic Dictionary
川楝,parent taxon,楝属
斑鸠菊,instance of,生物分类单元
割舌树,parent taxon,割舌树属
鸦胆子,parent taxon,鸦胆子属
水生植被,different from,Hydrophyte
草甸,described by source,俄语百科全书
荒漠,described by source,Jewish Encyclopedia of Brockhaus and Efron
鸦胆子,basionym,罗氏盐肤木
灌木林,different from,Prostrate shrub
草甸,described by source,Small Brockhaus and Efron Encyclopedic Dictionary
荒漠,on focus list of Wikimedia project,Wikipedia:基础条目
斑鸠菊,parent taxon,斑鸠菊属
红桦,instance of,生物分类单元
白桦,instance of,生物分类单元
黑桦,instance of,生物分类单元
枫桦,instance of,生物分类单元
桤木,instance of,生物分类单元
草甸,described by source,Explanatory Dictionary of the Living Great Russian Language
红桦,parent taxon,糙皮桦
黑荆,instance of,生物分类单元
金合欢,instance of,生物分类单元
儿茶,instance of,生物分类单元
楹树,instance of,生物分类单元
红桦,topic's main category,Category:Betula albosinensis
黑桦,has fruit type,nucule
枫桦,has fruit type,nucule
桤木,has fruit type,nucule
合欢,instance of,生物分类单元
海红豆,instance of,生物分类单元
八宝树,instance of,生物分类单元
金合欢,parent taxon,金合欢族
黑桦,IUCN conservation status,无危物种
枫桦,IUCN conservation status,无危物种
桤木,IUCN conservation status,无危物种
黑荆,subject has role,基名
金合欢,parent taxon,苏木亚科
儿茶,basionym,Mimosa catechu
楹树,basionym,Mimosa chinensis
黑桦,topic's main category,Category:Betula davurica
黑荆,topic's main category,Category:Acacia mearnsii
蓝果树,instance of,生物分类单元
喜树,instance of,生物分类单元
山蕉,instance of,生物分类单元
依兰,instance of,生物分类单元
海红豆,parent taxon,海红豆属
八宝树,parent taxon,八宝树属
金合欢,taxonomic type,Acacia penninervis
儿茶,this taxon is source of,catechu
黑格,different from,Haigh
海红豆,taxon synonym,Adenanthera gersenii
八宝树,basionym,Lagerstroemia grandiflora
金合欢,topic's main template,Template:Taxonomy/Acacia
儿茶,topic's main category,Category:Senegalia catechu
黑格,said to be the same as,Haig
合欢,topic's main category,Category:Albizia julibrissin
蓝果树,parent taxon,紫树属
山蕉,parent taxon,银钩花属
海红豆,taxon synonym,Adenanthera polita
金合欢,topic's main category,Category:金合欢属
依兰,basionym,Uvaria odorata
海红豆,taxon synonym,Entada arborea
依兰,topic's main category,Category:Cananga odorata
海红豆,taxon synonym,Corallaria parvifolia
依兰,different from,Ylang-ylang essential oils
海红豆,topic's main category,Category:Adenanthera pavonina
花榈木,instance of,生物分类单元
银柴,instance of,生物分类单元
秋枫,instance of,生物分类单元
重阳木,instance of,生物分类单元
槐树,instance of,生物分类单元
黄檀,instance of,生物分类单元
黑黄檀,instance of,生物分类单元
秋枫,parent taxon,Bischofia
余甘子,instance of,生物分类单元
刺槐,instance of,生物分类单元
叶轮木,instance of,生物分类单元
野桐,instance of,生物分类单元
粗糠柴,instance of,生物分类单元
白背叶,instance of,生物分类单元
重阳木,parent taxon,Bischofia
黄檀,parent taxon,檀属
黑黄檀,parent taxon,檀属
秋枫,topic's main category,Category:Bischofia javanica
余甘子,parent taxon,叶下珠属
中平树,instance of,生物分类单元
叶轮木,parent taxon,叶轮木属
槐树,topic's main category,Category:Styphnolobium japonicum
余甘子,topic's main category,Category:Phyllanthus emblica
粗糠柴,basionym,Croton philippensis
白背叶,basionym,Ricinus apelta
余甘子,different from,阿姆拉
中平树,parent taxon,血桐属
山麻杆,instance of,生物分类单元
木奶果,instance of,生物分类单元
棒柄花,instance of,生物分类单元
粗糠柴,topic's main category,Category:Mallotus philippensis
刺槐,IUCN conservation status,无危物种
刺槐,award received,Tree of the year
山麻杆,parent taxon,山麻杆属
越南巴豆,instance of,生物分类单元
木奶果,parent taxon,木奶果属
棒柄花,parent taxon,棒柄花属
刺槐,topic's main category,Category:Robinia pseudoacacia
油茶,instance of,生物分类单元
北美乔柏,instance of,生物分类单元
北美香柏,instance of,生物分类单元
罗汉柏,instance of,生物分类单元
香柏,instance of,维基媒体消歧义页
香柏,different from,Cedro
北美乔柏,parent taxon,Thuja subg. Thuja
北美香柏,parent taxon,Thuja subg. Thuja
昆明柏,instance of,生物分类单元
叉子圆柏,instance of,生物分类单元
罗汉柏,parent taxon,Thujopsis
北美乔柏,IUCN conservation status,无危物种
北美香柏,IUCN conservation status,无危物种
罗汉柏,basionym,Thuja dolabrata
油茶,IUCN conservation status,无危物种
北美乔柏,topic's main category,Category:Thuja plicata
北美香柏,topic's main category,Category:Thuja occidentalis
叉子圆柏,parent taxon,Juniperus sect. Sabina
罗汉柏,IUCN conservation status,无危物种
油茶,publication in which this taxon name was established,Narrative of a Journey in the Interior of China
叉子圆柏,IUCN conservation status,无危物种
罗汉柏,topic's main category,Category:Thujopsis dolabrata
叉子圆柏,topic's main category,Category:Juniperus sabina
北美圆柏,instance of,生物分类单元
西伯利亚刺柏,instance of,生物分类单元
杜松,instance of,人类
刺柏,instance of,生物分类单元
塔柏,parent taxon,金叶桧
美国扁柏,instance of,生物分类单元
日本扁柏,instance of,生物分类单元
杜松,described by source,明史卷二百三十九
巨柏,instance of,生物分类单元
岷江柏木,instance of,生物分类单元
刺柏,parent taxon,Juniperus sect. Juniperus
刺柏,this taxon is source of,杜松子
美国扁柏,parent taxon,扁柏属
日本扁柏,parent taxon,扁柏属
丝兰,instance of,生物分类单元
刺柏,IUCN conservation status,无危物种
美国扁柏,basionym,Cupressus lawsoniana
日本扁柏,basionym,Retinospora obtusa
巨柏,subject has role,基名
岷江柏木,IUCN conservation status,易危物种
柏木,writing system,日本汉字
刺柏,award received,Tree of the year
美国扁柏,IUCN conservation status,近危物种
日本扁柏,IUCN conservation status,近危物种
赤杨叶,instance of,生物分类单元
巨柏,topic's main category,Category:Cupressus gigantea
刺柏,award received,Tree of the year
美国扁柏,topic's main category,Category:Chamaecyparis lawsoniana
日本扁柏,topic's main category,Category:Chamaecyparis obtusa
聚果榕,instance of,生物分类单元
刺柏,award received,Tree of the year
高山榕,instance of,生物分类单元
赤杨叶,parent taxon,Alniphyllum
刺柏,topic's main category,Category:Juniperus communis
赤杨叶,basionym,Halesia fortunei
聚果榕,parent taxon,榕属
高山榕,parent taxon,榕属
高山榕,topic's main category,Category:Ficus altissima
白木香,instance of,生物分类单元
白木香,parent taxon,沉香属
白桂木,instance of,生物分类单元
三尖杉,instance of,生物分类单元
白木香,IUCN conservation status,易危物种
琴叶风吹楠,instance of,生物分类单元
白桂木,parent taxon,桂木属
白桂木,IUCN conservation status,易危物种
三尖杉,IUCN conservation status,无危物种
黄果茄,instance of,生物分类单元
臀果木,instance of,生物分类单元
三尖杉,topic's main category,Category:Cephalotaxus fortunei
琴叶风吹楠,IUCN conservation status,濒危物种
石楠,instance of,维基媒体消歧义页
豆梨,instance of,生物分类单元
臀果木,parent taxon,臀果木属
黄果茄,parent taxon,Solanum subg. Leptostemonum
国花,subclass of,符号
水锦树,instance of,生物分类单元
豆梨,topic's main category,Category:Pyrus calleryana
水锦树,taxon rank,亚种
山石榴,instance of,生物分类单元
国花,topic's main category,Category:国花
水锦树,parent taxon,Wendlandia uvariifolia
山石榴,parent taxon,Catunaregam
大叶钩藤,instance of,生物分类单元
山石榴,basionym,Gardenia spinosa
大叶钩藤,parent taxon,钩藤属
荨麻,instance of,生物分类单元
腰果,instance of,生物分类单元
大叶钩藤,subject has role,基名
盐肤木,instance of,生物分类单元
南酸枣,instance of,生物分类单元
扁桃,instance of,生物分类单元
清香木,instance of,生物分类单元
腰果,parent taxon,腰果属
荨麻,taxonomic type,异株荨麻
荨麻,has fruit type,nucule
樟叶槭,instance of,生物分类单元
茶条槭,instance of,生物分类单元
三角枫,instance of,生物分类单元
飞蛾槭,instance of,生物分类单元
清香木,parent taxon,黄连木属
腰果,this taxon is source of,cashew nut
荨麻,topic's main category,Category:Urtica
盐肤木,topic's main category,Category:Rhus chinensis
南酸枣,basionym,Spondias axillaris
扁桃,taxon synonym,Amygdalus communis
清香木,IUCN conservation status,数据缺乏
腰果,this taxon is source of,cashew apple
荨麻,described by source,Bible Encyclopedia of Archimandrite Nicephorus
木犀,instance of,生物分类单元
李榄,instance of,生物分类单元
暴马丁香,instance of,生物分类单元
水曲柳,instance of,生物分类单元
扁桃,basionym,Amygdalus dulcis
腰果,topic's main category,Category:Cashew
暴马丁香,taxon rank,亚种
三角枫,taxon synonym,Acer subtrilobum
飞蛾槭,IUCN conservation status,无危物种
木犀,parent taxon,木樨属
李榄,parent taxon,Linociera
光蜡树,instance of,生物分类单元
木棉,instance of,生物分类单元
木麻黄,instance of,生物分类单元
山桂花,instance of,生物分类单元
木莲,instance of,生物分类单元
海南木莲,instance of,生物分类单元
茶条槭,subject has role,基名
扁桃,this taxon is source of,almond
木犀,basionym,Olea fragrans
暴马丁香,basionym,Syringa amurensis
茶条槭,topic's main category,Category:Acer ginnala
三角枫,IUCN conservation status,无危物种
扁桃,topic's main category,Category:Prunus dulcis
木犀,topic's main category,Category:Osmanthus fragrans
山桂花,parent taxon,山桂花属
凹叶厚朴,instance of,生物分类单元
厚朴,instance of,生物分类单元
紫玉兰,instance of,生物分类单元
日本厚朴,instance of,生物分类单元
玉兰,instance of,生物分类单元
木莲,parent taxon,榕属
水曲柳,IUCN conservation status,无危物种
三角枫,topic's main category,Category:Acer buergerianum
扁桃,different from,巴德姆
光蜡树,IUCN conservation status,无危物种
木棉,topic's main category,Category:Bombax ceiba
木麻黄,topic's main category,Category:Casuarina equisetifolia
山桂花,basionym,Xylosma leprosipes
凹叶厚朴,taxon rank,亚种
木莲,topic's main category,Category:Ficus pumila
荷花玉兰,instance of,生物分类单元
合果木,instance of,生物分类单元
北美鹅掌楸,instance of,生物分类单元
厚朴,parent taxon,木兰属
紫玉兰,parent taxon,木兰属
日本厚朴,parent taxon,木兰属
玉兰,parent taxon,木兰属
厚朴,IUCN conservation status,濒危物种
荷花玉兰,parent taxon,木兰属
合果木,parent taxon,合果含笑属
厚朴,topic's main category,Category:Magnolia officinalis
紫玉兰,IUCN conservation status,数据缺乏
日本厚朴,this taxon is source of,Magnoliae Cortex
玉兰,this taxon is source of,Magnoliae Flos
紫玉兰,topic's main category,Category:Magnolia liliiflora
日本厚朴,IUCN conservation status,无危物种
玉兰,IUCN conservation status,无危物种
荷花玉兰,IUCN conservation status,无危物种
北美鹅掌楸,this taxon is source of,yellow poplar
日本厚朴,topic's main category,Category:Magnolia obovata
玉兰,topic's main category,Category:Magnolia denudata
荷花玉兰,topic's main category,Category:Magnolia grandiflora
北美鹅掌楸,IUCN conservation status,无危物种
北美鹅掌楸,topic's main category,Category:Liriodendron tulipifera
臭牡丹,instance of,生物分类单元
云南石梓,instance of,生物分类单元
竹柏,instance of,生物分类单元
山牡荆,instance of,生物分类单元
臭牡丹,parent taxon,大青属
陆均松,instance of,生物分类单元
版纳青梅,instance of,生物分类单元
坡垒,instance of,生物分类单元
望天树,instance of,生物分类单元
梓树,instance of,生物分类单元
滇楸,instance of,生物分类单元
楸树,instance of,生物分类单元
竹柏,parent taxon,竹柏属
竹柏,basionym,Myrica nagi
香椿,instance of,生物分类单元
红椿,instance of,生物分类单元
山牡荆,basionym,Cornutia quinata
竹柏,IUCN conservation status,近危物种
版纳青梅,IUCN conservation status,极危
坡垒,IUCN conservation status,濒危物种
望天树,IUCN conservation status,濒危物种
梓树,topic's main category,Category:Catalpa ovata
高山松,instance of,生物分类单元
辐射松,instance of,生物分类单元
香椿,parent taxon,香椿属
红椿,parent taxon,香椿属
大果松,instance of,生物分类单元
香椿,basionym,Cedrela sinensis
红椿,IUCN conservation status,无危物种
刺果松,instance of,生物分类单元
赤松,instance of,生物分类单元
长叶松,instance of,生物分类单元
长白松,instance of,生物分类单元
北美乔松,instance of,生物分类单元
白皮松,instance of,生物分类单元
高山松,parent taxon,松属
辐射松,parent taxon,Pinus sect. Taeda
香椿,topic's main category,Category:Toona sinensis
红椿,topic's main category,Category:Toona ciliata
大果松,parent taxon,Pinus sect. Taeda
高山松,IUCN conservation status,无危物种
辐射松,IUCN conservation status,濒危物种
刺果松,parent taxon,松属
怒江红杉,instance of,生物分类单元
四川红杉,instance of,生物分类单元
落叶松,instance of,生物分类单元
欧洲落叶松,instance of,生物分类单元
红杉,instance of,生物分类单元
大果松,IUCN conservation status,近危物种
赤松,parent taxon,Pinus sect. Pinus
长叶松,parent taxon,松属
长白松,parent taxon,欧洲赤松
北美乔松,parent taxon,松属
白皮松,parent taxon,Pinus subsect. Gerardianae
高山松,topic's main category,Category:Pinus densata
辐射松,topic's main category,Category:Pinus radiata
刺果松,IUCN conservation status,无危物种
太白红杉,instance of,生物分类单元
大果松,topic's main category,Category:Pinus coulteri
赤松,IUCN conservation status,无危物种
长叶松,parent taxon,Pinus sect. Australes
北美乔松,parent taxon,Pinus sect. Strobus
白皮松,IUCN conservation status,无危物种
刺果松,has quality,negligible senescence
日本落叶松,instance of,生物分类单元
黄花落叶松,instance of,生物分类单元
新疆落叶松,instance of,生物分类单元
华北落叶松,instance of,生物分类单元
西藏冷杉,instance of,生物分类单元
紫果冷杉,instance of,生物分类单元
长苞冷杉,instance of,生物分类单元
赤松,topic's main category,Category:Pinus densiflora
长叶松,IUCN conservation status,濒危物种
北美乔松,IUCN conservation status,无危物种
白皮松,topic's main category,Category:Pinus bungeana
刺果松,topic's main category,Category:Pinus longaeva
怒江红杉,subject has role,基名
四川红杉,IUCN conservation status,濒危物种
落叶松,basionym,Abies gmelinii
欧洲落叶松,IUCN conservation status,无危物种
红杉,IUCN conservation status,无危物种
长叶松,topic's main category,Category:Pinus palustris
北美乔松,topic's main category,Category:Pinus strobus
落叶松,IUCN conservation status,无危物种
太白红杉,basionym,Larix chinensis
欧洲落叶松,award received,Tree of the year
红杉,topic's main category,Category:Larix potaninii
北美乔松,described by source,俄语百科全书
落叶松,named after,约翰·乔治·格梅林
日本落叶松,basionym,Pinus kaempferi
黄花落叶松,subject has role,基名
新疆落叶松,IUCN conservation status,无危物种
太白红杉,IUCN conservation status,易危物种
华北落叶松,subject has role,基名
西藏冷杉,IUCN conservation status,近危物种
紫果冷杉,IUCN conservation status,易危物种
长苞冷杉,subject has role,基名
欧洲落叶松,topic's main category,Category:Larix decidua
落叶松,topic's main category,Category:Larix gmelinii
日本落叶松,IUCN conservation status,无危物种
新疆落叶松,topic's main category,Category:Larix sibirica
日本落叶松,topic's main category,Category:Larix kaempferi
柿,instance of,生物分类单元
阔叶风车子,instance of,生物分类单元
秃杉,instance of,生物分类单元
阔叶风车子,parent taxon,风车藤属
水松,instance of,生物分类单元
巨杉,instance of,生物分类单元
金松,instance of,人类
北美红杉,instance of,生物分类单元
水杉,instance of,生物分类单元
台湾杉木,instance of,生物分类单元
落羽杉,instance of,生物分类单元
秃杉,parent taxon,台湾杉属
柿,this taxon is source of,角乌
巨杉,subclass of,Sequoiadendron
池杉,instance of,生物分类单元
日本柳杉,instance of,生物分类单元
灯台树,instance of,生物分类单元
水青冈,instance of,生物分类单元
石栎,instance of,生物分类单元
落羽杉,parent taxon,落羽松属
柿,this taxon is source of,Calamander wood
水松,basionym,Thuja pensilis
